"Disclaimer - Users of this site acknowledge that the information contained in these files is a guide for informational purposes only, and is not to be considered as a substitute for the professional judgment of the physician, pharmacist, or any other health care professional providing services to a member, or to contradict any applicable laws and procedures.",,,,,,,,,,,,,,,,,,,,
AHFS CODE,AHFS DESCRIPTION,CHEMICAL NAME,DOSAGE FORM,STRENGTH,ITEM NAME,DIN,MANUFACTURER,AB,BC,MB,NB,NF,NS,NT,NU,ON,PE,QC,SK,YT
08:12.02,AMINOGLYCOSIDES,GENTAMICIN SULFATE,INJ,40MG/ML,GENTAMICIN 40MG/ML INJ,02457008,HIK,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,GENTAMICIN SULFATE,INJ,40MG/ML,SDZ-GENTAMICIN 40MG/ML INJ,02242652,SDZ,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,GENTAMICIN SULFATE,INJ,1.6MG/ML,GENTAMICIN 80MG/50ML INJ,02082152,BAX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,GENTAMICIN SULFATE,INJ,1MG/ML,GENTAMICIN 1MG/ML INJ,02082136,BAX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,TOBRAMYCIN SULFATE,CAP,28MG,TOBI PODHALER 28MG CAP,02365154,BGP,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
08:12.02,AMINOGLYCOSIDES,TOBRAMYCIN SULFATE,INH SOL,60MG/ML,TEVA-TOBRAMYCIN 60MG/ML INH,02389622,TEP,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
08:12.02,AMINOGLYCOSIDES,TOBRAMYCIN SULFATE,INJ,1.2G,TOBRAMYCIN 1.2G/VIAL INJ,00533688,FKD,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,TOBRAMYCIN SULFATE,INJ,1.2G,TOBRAMYCIN 1.2G/VIAL INJ,02285150,STE,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,TOBRAMYCIN SULFATE,INJ,10MG/ML,TOBRAMYCIN 10MG/ML INJ,02230639,FKD,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,TOBRAMYCIN SULFATE,INJ,10MG/ML,TOBRAMYCIN 10MG/ML INJ,02241209,SDZ,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,TOBRAMYCIN SULFATE,INJ,40MG/ML,SANDOZ-TOBRAMYCIN 40MG/ML INJ,02241210,SDZ,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,TOBRAMYCIN SULFATE,INJ,40MG/ML,TOBRAMYCIN 40MG/ML INJ,02230640,FKD,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,TOBRAMYCIN SULFATE,INJ,40MG/ML,TOBRAMYCIN 40MG/ML INJ,02502372,STE,Open Benefit,Open Benefit,Open Benefit,Not Determined,Not Determined,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,TOBRAMYCIN SULFATE,INJ,40MG/ML,TOBRAMYCIN 40MG/ML INJ,02533103,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined,Not Determined
08:12.02,AMINOGLYCOSIDES,TOBRAMYCIN SULFATE,INJ,40MG/ML,TOBRAMYCINE PRESERV.FREE INJ,99005069,SAB,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,EXTEMPORANEOUS MIXTURE,INJ,,GENTAMYCIN INJ.,99506004,UNK,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined,Open Benefit,Open Benefit
08:12.02,AMINOGLYCOSIDES,EXTEMPORANEOUS MIXTURE,INJ,,TOBRAMYCIN INJ.,99506006,UNK,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFADROXIL,CAP,500MG,APO-CEFADROXIL 500MG CAP,02240774,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFADROXIL,CAP,500MG,JAMP CEFADROXIL 500MG CAP,02544792,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFADROXIL,CAP,500MG,TEVA-CEFADROXIL 500MG CAP,02235134,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,100G,CEFAZOLIN 100G INJ,02401029,FKD,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,10G,CEFAZOLIN 10G INJ,02108135,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,10G,CEFAZOLIN 10G INJ,02237140,FKD,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,10G,CEFAZOLIN 10G INJ,02308967,SDZ,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,10G,CEFAZOLIN 10G INJ,02437120,HIK,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,10G,CEFAZOLIN FOR INJECTION 10G,02465477,STE,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,1G,CEFAZOLIN 1G INJ,02108127,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,1G,CEFAZOLIN 1G INJ,02237138,FKD,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,1G,CEFAZOLIN 1G INJ,02437112,HIK,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,1G,CEFAZOLIN FOR INJECTION 1G INJ,02465469,STE,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,1G,SANDOZ-CEFAZOLIN 1G INJ,02308959,SDZ,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,500MG,CEFAZOLIN 500MG INJ,02108119,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,500MG,CEFAZOLIN 500MG INJ,02237137,FKD,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,500MG,CEFAZOLIN 500MG INJ,02437104,HIK,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFAZOLIN SODIUM,INJ,500MG,SANDOZ-CEFAZOLIN 500MG INJ,02308932,SDZ,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,CAP,250MG,TEVA-CEPHALEXIN 250MG CAP,00342084,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,CAP,500MG,TEVA-CEPHALEXIN 500MG CAP,00342114,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,O/L,125MG/5ML,AURO-CEPHALEXIN 125MG/5ML SUSP,02497743,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,O/L,125MG/5ML,JAMP-CEPHALEXIN 125MG/5ML SUSP,02528436,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,O/L,125MG/5ML,KEFLEX 125MG/5ML SUSP,00015547,PED,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,O/L,125MG/5ML,LUPIN-CEPHALEXIN 125MG/5ML,02469170,LUP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,O/L,125MG/5ML,TEVA-CEPHALEXIN 125MG/5ML SUSP,00342106,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,O/L,250MG/5ML,AURO-CEPHALEXIN 250MG/5ML SUSP,02497751,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,O/L,250MG/5ML,JAMP-CEPHALEXIN 250MG/5ML SUSP,02528444,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,O/L,250MG/5ML,KEFLEX 250MG/5ML SUSP,00035645,PED,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,O/L,250MG/5ML,LUPIN-CEPHALEXIN 250MG/5ML,02469189,LUP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,O/L,250MG/5ML,TEVA-CEPHALEXIN 250MG/5ML SUSP,00342092,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,TAB,250MG,APO-CEPHALEX 250MG TAB,00768723,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,TAB,250MG,AURO-CEPHALEXIN 250MG TAB,02470578,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,TAB,250MG,CEPHALEXIN 250MG TAB,02521253,SAN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,TAB,250MG,JAMP-CEPHALEXIN 250MG TAB,02494698,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,TAB,250MG,TEVA-LEXIN 250MG TAB,00583413,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,TAB,500MG,APO-CEPHALEX 500MG TAB,00768715,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,TAB,500MG,AURO-CEPHALEXIN 500MG TAB,02470586,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,TAB,500MG,CEPHALEXIN 500MG TAB,02495651,SIV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,TAB,500MG,CEPHALEXIN 500MG TAB,02521261,SAN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,TAB,500MG,JAMP-CEPHALEXIN 500MG TAB,02494701,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEPHALEXIN,TAB,500MG,TEVA-LEXIN 500MG TAB,00583421,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFPROZIL,O/L,125MG/5ML,AURO-CEFPROZIL 125MG/5ML SUSP,02347261,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFPROZIL,O/L,125MG/5ML,SPC-CEFPROZIL 125MG/5ML SUSP,02329204,SUN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFPROZIL,O/L,250MG/5ML,AURO-CEFPROZIL 250MG/5ML SUSP,02347288,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFPROZIL,O/L,250MG/5ML,SPC-CEFPROZIL 250MG/5ML SUSP,02293579,SUN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFPROZIL,TAB,250MG,AURO-CEFPROZIL 250MG TAB,02347245,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFPROZIL,TAB,250MG,SPC-CEFPROZIL 250MG TAB,02293528,SUN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFPROZIL,TAB,500MG,AURO-CEFPROZIL 500MG TAB,02347253,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFPROZIL,TAB,500MG,SPC-CEFPROZIL 500MG TAB,02293536,SUN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFUROXIME AXETIL,O/L,125MG/5ML,CEFTIN 125MG/5ML SUSP,02212307,SDZ,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFUROXIME AXETIL,TAB,250MG,APO-CEFUROXIME 250MG TAB,02244393,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFUROXIME AXETIL,TAB,250MG,AURO-CEFUROXIME 250MG TAB,02344823,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFUROXIME AXETIL,TAB,250MG,JAMP CEFUROXIME 250MG TAB,02547198,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFUROXIME AXETIL,TAB,500MG,APO-CEFUROXIME 500MG TAB,02244394,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFUROXIME AXETIL,TAB,500MG,AURO-CEFUROXIME 500MG TAB,02344831,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFUROXIME AXETIL,TAB,500MG,JAMP CEFUROXIME 500MG TAB,02547201,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFIXIME,O/L,100MG/5ML,AURO-CEFIXIME 100MG/5ML SUSP,02468689,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFIXIME,O/L,100MG/5ML,SUPRAX 100MG/5ML SUSP,00868965,ODN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFIXIME,TAB,400MG,AURO-CEFIXIME 400MG TAB,02432773,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFIXIME,TAB,400MG,SUPRAX 400MG TAB,00868981,ODN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFTAZIDIME,INJ,1G,CEFTAZIDIME 1G INJ,00886971,FKD,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFTAZIDIME,INJ,1G,CEFTAZIDIME 1G INJ,02437848,STE,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFTAZIDIME,INJ,2G,CEFTAZIDIME 2G INJ,00886955,FKD,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFTAZIDIME,INJ,2G,CEFTAZIDIME 2G INJ,02437856,STE,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFTAZIDIME,INJ,3G,CEFTAZIDIME 3G INJ,02439522,STE,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFTAZIDIME,INJ,6G,CEFTAZIDIME 6G INJ,00886963,FKD,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFTAZIDIME,INJ,6G,CEFTAZIDIME 6G INJ,02437864,STE,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFTRIAXONE SODIUM,INJ,10G,CEFTRIAXONE 10G INJ,02292297,SDZ,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
08:12.06,CEPHALOSPORINS,CEFTRIAXONE SODIUM,INJ,10G,CEFTRIAXONE 10G INJ,02325632,STE,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
